subject,id,tp,fimbria_left,vofb_left,slfc_right,ifof_right,slfc_left,cc_ant,cerped_left,slfb_left,thalslat_right,cing_right,slfa_right,thalsub_right,cing_left,ilf_left,thalslat_left,intcap_right,vofa_right,ilf_right,fornix_left,amyhypven_right,slfd_right,amyhypven_left,hipcom,vofb_right,thalsub_left,ifof_left,atr_right,cerped_right,chip_right,cc_post,intcap_left,fornix_right,slfa_left,slfb_right,fimbria_right,opticrad_right,thalsmed_left,atr_left,ant_comm,slfd_left,opticrad_left,chip_left,amyhypdor_left,cc_mid,vofa_left,thalsmed_right,cc_temp,amyhypdor_right,site
Kuopio_2d_1029,1029,2d,-1.2577380926065174,-1.743253023213838,0.19341620561975748,-0.1794135046767551,-0.6422885269332109,-0.38450948873013036,-0.6338397052598462,-0.3466563479059825,-0.7341252172069344,0.31165926117758685,-0.5936439039326168,-0.3367560419899532,-0.36410833805428716,-0.12744532228952526,-1.0159472267178007,-0.44651314037965134,-0.22061017369067445,-0.4066954845310564,-0.15977495836883487,-0.27203332040302225,-0.6496841465999694,0.06782882780507977,-1.2121463672955928,-0.013391763548083675,-1.3129819225056885,-0.14306078796234542,-0.28189298709159216,-0.4123404926075643,-0.2608161342639015,-0.8883712417935936,-1.1040201741824063,0.1910923280447272,-1.0393179435507143,0.06247327627952196,-0.4073817875282988,-0.16156731416991124,-0.9373067961358124,-0.8055238439007064,0.21432632662471915,NA,-1.8348657991881812,-2.2455768879992353,NA,NA,-2.8848874975431453,NA,NA,NA,Finland-P1
Kuopio_2d_1031,1031,2d,-1.744598344655784,-2.1533159672338265,-0.8913896534038449,0.017346957413346693,-1.9259468216086801,-0.3926629956198033,-1.1348796529465037,-1.4177392232706256,-0.2946508867879853,-0.6698523283533104,-0.6174624756798648,-0.30312626612652466,-1.3824243945746908,-0.18097056302102177,-0.26850455995918154,-0.3929786830039861,-0.9787382668584159,-0.12781189254974598,-0.02324773511062278,0.2918516239650399,-0.7210400165699139,-0.6527759141756886,-1.7360177092776543,-0.7776252515574897,-1.3941963461180698,-0.29603684115948925,-0.14395784176971524,-0.270867907012106,-1.1927071298227043,-2.1263880041197076,-1.5845374252454987,0.3853408983403924,-1.4728163486226042,-0.6624508243241783,-0.6982068179054566,-0.9066983822252863,-0.09619623125072782,-0.8962071128438825,-0.6966461408522145,-1.559935160548741,NA,-1.872615940003931,NA,NA,NA,-0.3369911190895731,NA,NA,Finland-P1
Kuopio_2d_1035,1035,2d,-0.4110268270324927,-0.5065254171738439,-0.993764242824534,-0.7009136995435583,-1.0529445035216136,-0.5677666905058034,-0.562450300226248,-0.7042614524746387,-0.48735374560436173,-0.8714759541979282,-0.8406501028934247,-1.0335258656740494,-1.058052824186968,0.5883664442099145,-0.08589266427344106,-1.043127721598634,-1.140624628242105,-0.9506035781709482,0.12381241866020387,-0.8476449160760207,-0.8585209810010866,0.08070791127834641,-0.6376239556823806,-1.0926881932034564,-0.6392802422525319,0.3258839969294869,-0.7980307447654933,-0.8445876705983332,-1.227922229020591,-1.2513134917921331,-0.6273098978446526,-0.32508028869181826,-0.02403886877560647,-1.1357770003170047,-0.7945358494135507,-1.134858550269536,0.08781044018719504,-0.5572823955855687,-0.10926919970181391,0.14311168970686833,-0.7700800793853372,-0.9079400469956163,NA,-0.9608126231242242,-0.5204855656029881,-0.061223132383832514,NA,NA,Finland-P1
Kuopio_2d_1036,1036,2d,-2.3921313093869494,0.06875545086745077,-0.41315452659419,-0.21203308067571722,-1.5524416493732554,-0.6083839537147305,-1.1948110319110548,-1.4144032968207665,-0.7756903352581555,-0.32627570063925865,-0.5061019465873912,-0.8215546459825084,-0.9729150218844523,-0.49876710392957335,-0.7102655608863955,-0.8532403266535007,-0.7131568203997605,-0.326671960470939,-0.29105329251322254,-0.7598542817574578,-0.6311454614187737,-1.291256265030994,-1.9654905185519584,-0.4281329947927058,-1.8365472609328257,-0.5855251434315123,-0.7008083276167092,-0.7609092969957484,-0.8664979148558463,-1.8287776282373747,-1.4443427244207037,-0.10738297810345028,-1.1074770876586708,-0.37814395153015373,-0.9244328091718286,-0.7600090751383478,-0.6026355203173223,-1.0794871811965996,-0.4579526876811548,NA,-3.358045164214579,-2.2593322057726044,NA,NA,NA,NA,NA,NA,Finland-P1
Kuopio_2d_1038,1038,2d,-2.359757031988612,0.2959619368815694,-0.8792041067733115,-0.3506598228719483,NA,-1.2070183961161607,-1.2294224573437316,-1.3881271371034927,-0.033855440004776076,-1.037387198216625,-1.3232422264223105,-0.5166349847408508,-1.728687192050428,-0.4477775632587848,-0.3556184251407113,-0.5099740018003623,-1.1473619411987737,-0.47642848667175364,-0.5426612195031658,-0.05205549808195169,-1.3584986827824581,-0.7306755821528876,NA,-1.043980301148713,-1.3639323731370017,-0.24783406370170422,-0.5128137343780528,-0.3228507282444177,-1.0784018467615732,NA,-1.6782822874015515,-0.015060125289302369,-1.1681898547987553,-1.128134822230427,-1.1296847489845843,-1.0448043536572593,-0.16265682164192283,-1.1853675710319853,-0.1759895354601664,NA,-2.080609904563365,-2.093720264764548,NA,NA,-3.0922095613045633,0.2187372851592347,NA,NA,Finland-P1
Kuopio_2d_1043,1043,2d,-1.6044926553329724,-1.6595172261234992,-0.895552567474589,0.050496304788681175,NA,-0.39561701481185424,-0.46439298594393014,-1.020953329468547,0.5973404455143233,-0.661721447442503,-0.18095975210747697,0.38530276402993674,-1.2977204634023272,-0.7542792481816835,0.3213073396025898,0.14038532807072032,-0.9060974091779893,-0.26979818372958764,0.6358268523379339,0.0912588966319466,-0.2965071736419965,-0.44921273518660354,-1.9393653994035862,-0.7037483769499423,-0.764385791023665,-0.7191189285231405,0.2677660414989418,0.3615679565341557,-0.9928503824172715,-2.039153307179697,-0.9274244395235172,0.9427772719327254,-0.36411968951685664,-0.8745072889990432,-0.5587290149178704,-0.7442569898934956,0.6590046192322973,-0.27039890896171953,0.2548422872561177,NA,-2.420271702590421,-2.230057982940874,NA,NA,NA,0.8492007056846385,-1.1482595765744976,NA,Finland-P1
Kuopio_2d_1044,1044,2d,-0.665424876039405,-1.4809038602149167,0.11908822781982244,0.42369509416724277,NA,-0.20997080102298074,0.21282767119935772,-1.4718870883761601,-0.314553869306262,0.7941921686716212,0.18667364389092528,0.6933118755965841,-0.1456093611281715,0.5362156345556318,-0.24238466966029834,0.4648794366002575,-0.39925992196662174,-0.8885124980861,0.9385143967841494,-0.35043687976524546,-0.030501472629272747,0.5302716205298059,-1.1617135627452655,-0.0074332119932589424,-0.5285205497667173,0.5538153449991129,1.0567696093711656,0.4744130217145098,-0.7232621607771889,NA,-0.47129857906640543,1.3890363929316714,-0.9811607810709094,0.29784219086676755,-0.0034791069291898917,0.324993856929661,-0.29149350267196444,-0.4713639978296607,0.8452299351867597,-1.4305175296866932,-1.4367331052710663,-1.7072501935585567,NA,NA,-1.3182646089988561,NA,NA,NA,Finland-P1
Kuopio_2d_1045,1045,2d,-0.28986736052488815,0.14500906996573978,-0.2289096337617807,0.24580809748874954,-0.5812197043856492,-0.2878236422015321,0.07774647060950624,-0.07313002819288082,-0.5653233308927845,-0.3241517047824771,0.1505533138840114,-0.18163686082490202,-0.5974711298977387,-0.013616874272976504,-0.6468906899286767,-0.0012690676415339395,-0.028849099874979762,0.26063267566525594,-0.28014086298605684,-0.034066722036524305,0.1021047523205059,0.41052454181310866,-0.40499946380083135,0.11554948230326459,-0.10988956063973333,0.02383748586793203,-0.1349372628295867,-0.08732769126937025,-0.24050447868746044,-0.29256145517751364,0.18645644971619899,-0.013007652962268718,0.3916307627700223,-0.0783848749520135,-0.2078956578667287,-0.277431343005824,-0.4126553739511369,0.060358975476925376,0.5504626501659753,0.7555011050775647,-0.43993196091560005,-0.6124998288443972,-0.4776580531620855,NA,0.10789756633043818,-0.4839655173660096,-0.3543027477235692,NA,Finland-P1
Kuopio_2d_1046,1046,2d,-1.3384230661037715,NA,-0.5340821438981614,0.3508810383776873,NA,-0.49578065989772907,-0.7445735519052711,-1.7338191334048942,-0.2068846629057658,-0.8187816672826043,-1.0093989668422032,-0.10562804655268289,-1.6266166966163205,-0.7143886493734071,-0.37051094997714634,-0.2691344055971229,-0.5390502981567191,0.082666003910264,0.8736713583394417,0.2563290045248276,-0.9518133490180752,-0.7763160678978134,-1.9308150651171438,-0.6634492045292926,-0.8634923761421175,-0.771454097033126,-0.06065177247745368,-0.07215339201697474,-0.8315641543905986,-1.6035795732925708,-1.1921671470399973,0.8648074424165187,-1.0650000251176968,-0.6923079789128558,-0.2734002547165663,-0.8148480210656952,-0.08437048407852178,-0.5330335904752386,0.367660419687695,NA,-3.660771490285273,-2.41754945879448,NA,NA,-4.344001508295258,0.05203444981699332,NA,NA,Finland-P1
Kuopio_2d_1081,1081,2d,-0.9597619768176278,-2.2588809367424734,-0.9095290009405513,-0.2059973376302074,-1.5246324148131725,-0.48702915116052337,-0.5127151996865338,-0.9675182439899427,-0.05851867656978737,-1.0831086478891665,-0.5531277894065659,-0.21594446667604839,-1.274255656971619,-0.04848520045193691,0.005481628587778852,-0.5793071688491409,-0.8613762952305354,-0.44455054448965864,0.3128696646851317,-0.2965417321197559,-0.9266316231449963,-0.08711423065512676,-1.3112928743093843,-0.4882826254949745,-0.7512828629779239,-0.19566915442759883,-0.24843554621611352,-0.306764895554159,-1.3245794154099864,-1.7795053496987283,-0.845779867586361,0.3323546899769542,-0.24306979574119272,-0.37050463706166425,-0.46492566719674017,-1.0084647401500175,0.20519199728107704,-0.44533307850209536,-0.11060088925756502,-1.5260099993243135,-1.7761047556304108,-2.4754835913011006,NA,NA,-3.4739216285740646,0.18335518449896895,NA,NA,Finland-P1
Kuopio_2d_1082,1082,2d,-1.048277395156568,-1.882388888505639,-0.21082017210614348,0.5505234760549252,-0.8111428644875898,-0.2880056803011348,-0.06782667855439332,-0.677012673081277,0.4271154215932103,-0.17616753656437054,-0.37313930947493157,0.09211154232760588,-0.7734349188603217,-0.26873825073267765,0.59715032721351,-0.17334698992058042,-0.12976502830861136,0.4509367456003863,0.6896847798276502,0.610952262954918,-0.5113353376307216,-0.12021234114783265,-1.0825896786019078,-0.08010918160143773,-0.2618053669941466,-0.14380480461086073,0.01709090448898465,0.08674903735485592,-0.3060976355608168,-1.1516408018464177,-0.5123552813805675,0.6701707270341428,-0.7060426404736817,-0.2411025208687614,0.09036505879685477,-0.3073656457226747,0.7924557058390242,-0.17837609251865838,0.15678592296284272,NA,-1.4248560964436532,-1.4918928839688665,NA,NA,NA,0.7491445533772744,NA,NA,Finland-P1
Kuopio_2d_1084,1084,2d,-1.8515974608414392,-2.217047751592365,-1.0447028748736227,-0.48187757028502515,-1.7478090136568314,-0.757169969214782,-0.8938824442329214,-1.4925100212143732,0.05461534634464226,-1.0089918219365523,-0.9926954547089921,-0.5522752241993706,-1.403205737838861,-0.5536850625422801,0.02361791367763326,-0.891868837100003,-0.981774281110334,-0.8276350886392692,-0.17371062202192175,-0.20862463747495258,-1.182879951293035,-0.19677195878642173,-2.046647483009369,-0.8983821875853648,-1.1990944368126233,-0.5534051907365467,-0.5226005626075734,-0.7293599014650127,-0.7670125212893734,-1.7642894212810472,-1.2283560477640145,0.0030312912544414356,-1.0609993846191155,-0.955912849049649,-0.9601501491098091,-1.0381399932645528,0.23697529065673376,-0.8774529687096114,-0.6078393202319944,NA,-2.5064770425149785,-2.403661147787988,NA,NA,-5.321936804000957,0.3523589199710531,NA,NA,Finland-P1
Kuopio_2d_1085,1085,2d,-0.6548584597163956,-0.015503103226078266,-0.6786781124068916,0.0205707235537461,-0.4648505058549612,-0.11198153260438562,-0.5061355243670331,-0.003255756834783249,-0.28330472981752675,-0.853835378199336,0.04582380780768221,-0.6157775156846287,-0.6591584199371874,0.028732736407194936,-0.6341812840398184,-0.5586083407408198,-0.3590979462871774,-0.17850534608035512,-0.49517073678742995,0.07612795894915646,-0.0921470444234313,-0.8385510503358561,-0.6447497886122316,-0.0835883538653638,-0.5979158942749528,-0.059481865665379316,-0.4275432298580974,-0.47976382797639533,-0.7118441645253848,-0.6821834502899216,-0.5159759459390711,-0.4264066087984155,0.32253354245338783,-0.025960080346931484,-0.40035566757409186,-0.6107872845427247,-0.27528896628511285,-0.30806650445483225,-0.3664099864007372,0.16961781514974386,-0.6749746260792503,-0.7297799928230806,NA,-0.6833592283872589,-0.39811068444456305,-0.1001302293307,NA,NA,Finland-P1
Kuopio_2d_1086,1086,2d,-1.519384789425093,-1.7203312312664143,-1.398591963161913,-0.5183933356678802,NA,-0.9660607112089012,-0.8493685266946779,-1.34435434515111,0.05078161706192092,-1.233159755489638,-1.0009124700294743,-0.4224813452264064,-1.784407713808957,0.8724336734787266,-0.49558662785350877,-0.5541736303209218,-1.480489509100024,-0.46765498961004387,-0.44946676294498256,-0.45357300223793123,-1.077913294287662,0.9385603524312848,-1.9615052632758196,-1.3340924937259524,-1.6595752564677624,0.6514462236157575,-0.6185708790376903,-0.2769669880344391,-1.0411558439950692,-2.4684529508216513,-1.2397081132192054,0.16110409508093415,-1.0180111703701566,-1.3418370891838818,-1.0413899569947809,-1.4132567064811927,-0.2582019704015871,-1.0991596561824006,-0.38530611829799355,-0.775305523776458,-4.285785863155704,-2.3199360967296023,-0.8742932943402226,NA,-4.209000278980219,0.48080118913252623,-1.2829306529186064,-0.31950407096699557,Finland-P1
Kuopio_2d_1087,1087,2d,-2.8438921624812186,-1.1651409884056478,-1.0235989857538796,-0.13912552581334764,-2.1293251004202567,-0.7181935939667878,-1.4181576937727443,-1.4394775625453797,-1.203949105271446,-1.226638843447392,0.460330850700175,-1.275894866659513,-1.776402157911563,-3.1670665700131884,-0.43405277371742124,-0.880087288101409,-1.7677640901750817,-1.246149264619948,-0.08181593015045319,-0.3470852114297398,0.1944425766281448,-2.514688029264294,-2.870065469890291,-1.4299518397676838,-1.7796293263586156,-2.891955415874136,-0.5901658160953998,-1.0727353066697043,-1.3892755497137907,NA,-1.8166151265296766,-0.5970238520787415,-0.1860548951781196,-0.8798286754604383,-1.6455855024701576,-1.591729573417533,NA,-1.2562207162229577,-1.0309829034210636,NA,-2.2739156717476328,-2.80993788500021,NA,NA,NA,NA,NA,NA,Finland-P1
Kuopio_2d_1090,1090,2d,-2.054207672714105,-0.8115190912015556,-2.095104742485832,-0.9900720222619012,NA,-1.1317687860739025,-0.7300546885919059,-1.607035563960991,-0.5403595353277759,-1.34128834986666,-0.9722122756051639,-0.4321648150571412,-1.8416754649701255,-0.06399697672283691,-1.4504480381028013,-0.8580389582445072,-1.915566037562084,-2.220544353095365,-0.8417183211297252,-1.0562013688413696,NA,-2.4483798463903255,-3.3076918944998,-1.858359076296636,-1.5653253848048108,0.10128489987273664,-0.48737692693742785,-0.6556925307986126,-1.7431530682954137,-2.869825593951706,-1.372769968928969,-0.1568427720720593,-0.5063491102492519,-2.4282023141040603,-2.2608461805148075,-1.5406647696161397,-1.1221725133290805,-0.5912206229492936,-0.8734563385776782,NA,NA,-2.2152343768249403,NA,NA,NA,-0.5609188605834322,NA,NA,Finland-P1
Kuopio_2d_1091,1091,2d,-0.3825901105909852,0.3638722325103685,-0.10715044544169504,0.08582104640663052,-0.3227703093127077,-0.024001765164441205,-0.6592605187658083,0.05570593816233771,-0.5542544890940091,-0.11301224832208516,-0.09685945490782133,-0.5846557123665657,-0.3084281401801942,-0.09485246353835998,-0.5387997404147391,-0.7417588302791931,-0.08426731240269553,-0.23250622197491044,-0.417881167634508,-0.008582654297160614,-0.3224983078580677,-0.17250277767572567,-0.5513494071785382,0.008724080270389688,-0.6963930826703446,-0.08616531209041298,-0.41716277573121247,-0.7744344372587215,-0.6883174810290436,-0.4252528683082107,-0.732709350568016,-0.1340347226962372,0.11597935577281618,0.029738963309698687,-0.43739511767384937,-0.39356685744374975,-0.5741029809827565,-0.5074672055738603,-0.0289229746199684,0.1327725311827264,-0.20751038430007124,-0.2681692441963495,NA,-0.25984940275265306,-0.016147220668961824,-0.9624003143888991,-0.5246616926326253,NA,Finland-P1
Kuopio_2d_1092,1092,2d,-0.6913088207993652,-1.5176014080907998,-0.22756113839647818,0.5294547308622657,-1.517852076308101,-0.014333806519415434,0.026120714383689368,-0.9943955470781547,-0.24160648487044042,-0.1936869218136255,0.04816095111215314,0.12043272972858736,-0.9134893665661471,0.6073741678615119,-0.09024720206925646,0.25462541442535885,-0.24589425683732882,0.2178014233463943,0.2006795067184704,0.15178022294712115,0.03141071505479143,0.25356961207582585,-1.005700142438203,-0.23589037410126862,-0.6122213666464047,0.501616833380029,0.32566016799340186,0.3340700218454563,-0.018840742833369537,-0.9400624276532829,-0.2532764276515634,0.593929225849476,-0.3183206867105447,-0.3061001925377234,0.05188101656914858,-0.36876787384509907,-0.030284903124187707,-0.12988420220384048,0.777815642072975,-0.8040286585547252,-1.814211041095228,-0.9065182907927768,-0.7183272461179875,NA,-4.826671513907029,-0.16245221997317272,NA,NA,Finland-P1
Kuopio_2d_1093,1093,2d,-2.143189229826616,-1.584700587748198,-0.15277576027969708,0.7631526001874506,-1.5126912992860175,-0.4472424304291493,-0.4144871464576866,-1.2082913407601816,-0.6892355138438018,-0.0043384935376835606,0.0017878506322841633,0.11006447522636569,-1.275373612832973,0.5827269192337831,-0.6790831562560217,0.11938292427239978,-0.49744808350866826,0.7101312995092133,0.6075932217211267,0.41035337302508984,-0.054085724458843125,0.15478546094826923,NA,-0.4026423837438244,-0.8087444350114492,0.5921169118297303,0.25317479770390816,0.22211284895318023,-0.49424930685156815,-1.7383323098803847,-0.8544173274282908,0.8406152638194171,-0.9816141812746008,-0.37669522250913035,-0.20863360654952012,-0.4565125478051186,-0.603446857748104,-0.4608094355387353,0.7471037150591118,NA,-1.9063788028686006,-2.859045160674557,NA,NA,NA,-0.9254610022805803,NA,NA,Finland-P1
