subject,id,tp,group,fimbria_left,vofb_left,slfc_right,ifof_right,slfc_left,cc_ant,amyhypdor_left,cerped_left,slfb_left,thalslat_right,cing_right,slfa_right,thalsub_right,cing_left,ilf_left,thalslat_left,intcap_right,vofa_right,ilf_right,fornix_left,amyhypven_right,slfd_right,amyhypven_left,cc_mid,vofb_right,thalsub_left,ifof_left,atr_right,opticrad_left,vofa_left,cerped_right,chip_left,chip_right,thalsmed_right,cc_post,intcap_left,fornix_right,slfa_left,slfb_right,fimbria_right,opticrad_right,thalsmed_left,atr_left,ant_comm,hipcom,slfd_left,cc_temp,site
gds180309_3038.Mk1,3038,9d,Sham,0.4932122056139098,1.7358594649506385,0.47863128498163293,-0.2252937985803,0.26510502305699285,0.09895281774004644,NA,-0.6250889204699563,0.5231391670672082,-0.29155439579916975,0.6482907212020138,-0.18095842777593873,-0.35913908147199286,0.16217996049363892,0.5555683256472104,0.07980526156287049,-0.5953190380320904,0.5702047010495849,-0.12710383258701582,0.16591897366111966,-0.41645580100564866,-0.20483250869487538,0.003165408853994691,NA,0.4911595577160062,-0.47912777253341815,0.44087623271986937,-0.5039475044442225,0.27484575451708004,0.7431691882745458,-0.6381710424724754,0.2542345997842269,0.1464846449798465,NA,0.16652908612607506,-0.6377165749385557,0.18130063171140068,0.8015628001579438,0.3711197496151079,0.45270216897385207,0.2987822032221823,NA,NA,0.20124541386687836,0.41736875896021164,NA,NA,UCLA-P1
gds180327_3043.MC1,3043,9d,TBI,-0.15647412390033252,-0.2532081562390068,-0.05669189702875724,0.3034269787771722,NA,0.3721727271831966,NA,0.5929864638675828,-0.12354224195782199,0.28832092190628106,0.051888902781429075,0.3940785454727196,0.09067312251007921,0.028810758699685426,0.517726828311423,0.41978275002518917,0.18415768007451888,0.05694215323571811,0.29607452033158854,-0.19917489147677356,0.06468374579728595,0.39054400895667163,0.47950581723818286,-0.5908028941888717,0.10013348857350834,0.24270314987028963,0.5440672293740532,0.23287252130219,-0.49305943814763514,-0.5779503092322872,0.1894740350953698,-0.5438023815826158,-0.5226978107172975,0.6445535343646978,-0.2934463138195182,0.5139363293683349,-0.198568808378908,0.3755490125551964,0.0026076836255737963,-0.13543654016544582,-0.2400381606996247,NA,0.47532790023551225,0.7549600299757641,-0.39028818517508757,NA,NA,UCLA-P1
gds180424_3072.N31,3072,9d,TBI,-0.1898794920899295,NA,0.7967193703189855,0.304628343466146,NA,1.5276572014947443,NA,0.5903433653720512,1.635670476805985,-1.031772669117777,0.7974925115884273,1.7327661429055248,0.9230109302231254,0.544117671793151,0.4710596713997115,NA,1.5814050345480961,0.9193665328563777,-0.16121813182264288,0.03638515338270207,-0.07693269403104433,1.860649674769504,-0.2703981464322998,NA,1.5222909638271558,0.07915381334061208,0.46010439357865984,1.9558138353386945,NA,NA,1.4969656380065064,-0.6583860684263463,0.41117303851042797,NA,-0.13822687109180534,0.6189739865997497,0.20904170034044137,1.2517162232379673,1.7847409754343069,0.5619187554280541,0.8426021852185924,NA,1.1342807388343636,1.0654453156017474,-0.05607827235772134,NA,NA,UCLA-P1
gds180424_3073.N31,3073,9d,TBI,-0.31095472032981075,-0.3013648333485771,0.406677386924169,0.06008649941365306,0.09347820891286625,0.8264558453336913,NA,-0.0642745196822964,0.38681011351658584,-0.4346350482908802,0.43326576976350994,0.6978716316325488,0.1678416572304023,0.12399632523565571,-0.05300439581547696,NA,0.170609223880361,0.5893946631737657,0.1821191009457191,-0.008791421507491811,-0.20645921662091296,0.7818677626003725,-0.2360138913256335,NA,0.7945021549305701,-0.11503663842104635,-0.09650430641428036,0.3720585945981282,NA,NA,0.028739914001683447,-0.026214737957797024,0.2760269118244047,NA,0.03954085847421439,0.03395701524190898,0.049618456173130925,0.4301990305057118,0.8159314937130425,0.34721177929175856,0.4185371386560627,NA,0.42024825220807344,0.02648429663018763,-0.23922873828027585,0.1386664063215066,NA,UCLA-P1
gds180424_3074.N31,3074,9d,TBI,-0.7674478786767651,-1.0036426638918257,-0.13999137188107094,0.2596010159200384,NA,0.16399558816503934,NA,-0.13660255737888566,-0.5567584989621086,0.4169126945721054,0.06668759300846995,0.3085815478240076,-0.20905457444488534,-0.4031128615713916,0.14862711830207115,0.5935616026110446,-0.1639961860856486,-0.015992099552593755,0.4023337342104077,-0.40661525986343955,0.246245885451412,0.32679052405886233,0.1186365127028799,-0.7816084556216373,-0.015988169398346613,-0.5235567403939945,0.21060120401301444,-0.062207934827362664,-0.9284442337496867,NA,-0.0921118838348863,-1.247639764305667,-0.4503026712383973,0.849326978080488,-0.7324649066927403,-0.3859575515968188,-0.4939116602351444,-0.08659977365562056,-0.3837903178784471,-0.38290110722771736,-0.3475527425339054,0.821722500638609,-0.18891417880701364,-0.06563773264448514,-0.6775854426007742,-0.4489157971104739,NA,UCLA-P1
gds180424_3075.N31,3075,9d,Sham,-0.3470418899372432,-0.06783132059995006,-0.016681494320218506,-0.3553430272294621,-0.5102453275377542,0.19096235743012882,NA,0.16570372432544503,-0.7806023312639773,0.5008461810387761,0.03647004583159645,0.14132309363684187,0.04130267775025066,-0.44750958292002696,0.515677466556202,0.17345565575447355,-0.05201881554243917,0.16232181744607024,-0.3602484846086385,-0.3795003959248417,-0.15344923220312703,0.09295412634622809,-0.2581660989644944,NA,0.26885695844178203,-0.1433649575399071,0.3292511439429567,-0.03511397587002115,-0.5313063640897052,-0.4324023803301973,-0.020459575609830034,-0.5444935600620112,-0.18117277279676733,0.6365257679115721,-0.3373136324220788,0.08491424232385449,0.017838774640584403,0.28836955411895016,-0.05365337339172452,-0.004641129656480804,0.11678090377532115,0.36528835168762597,0.049528876146621874,-0.18424563989763454,-0.060101805805114636,0.17717708678769098,NA,UCLA-P1
gds180920_3116.Ps1,3116,9d,TBI,0.3013167811264594,-0.25976759052105153,-0.2611979670450215,NA,NA,0.2730967503528405,NA,-0.7116841280223704,-0.3487380455996897,-0.17425585092472645,-0.1488876681356527,-0.029733944401985773,-0.3040479870177893,-0.15023792265220515,0.3080314116610893,-0.4456781649645183,-0.5895573466625111,-0.22447174031809022,-0.7683171741655207,-0.0678218430015049,-1.1276766287385218,NA,0.6117792145959549,NA,0.006610964529086715,-0.7451891782544409,0.38172754450220564,-0.205210864629402,-0.6262456873909691,NA,-0.6507793300752477,0.10330261295220086,0.020796649259394055,NA,-0.4942114851600484,-0.5392070770593181,-0.10519754622970999,-0.228067930263432,-0.10231153073634036,-0.14802213624464242,-0.18903586948473056,NA,-0.03695381358014448,-0.1582937014558547,-0.29887589101000833,NA,NA,UCLA-P1
gds180920_3118.Ps1,3118,9d,Sham,-0.38291147996001285,0.18383649544052078,NA,-0.49661445980323704,NA,0.6172360625976612,NA,-0.33477562189462984,0.10930320732398972,-0.684344543168775,-0.20345152287158305,0.15686216515419193,-0.8597666849704628,0.05410608830055543,-0.20062197668803164,-0.615397786874948,-0.83619209490137,NA,-0.7645367349412349,-0.10390439357095642,-0.9591648575101678,-0.5614721037269331,-0.5483415026912046,NA,-0.5632511505111414,-0.34219601092290103,-0.19576465286043748,-0.39010139894314916,NA,NA,-0.8339204458475215,-0.6173820983760387,NA,-0.5636450685060952,-0.9031291480265915,-0.12905701108887732,-0.39047008658916466,0.8342899287728262,-0.18324785453864326,-0.7311564377349287,-0.987823199915763,-0.6769490102649265,0.23549411144775179,-0.11538078731663763,-0.5788548964258505,NA,NA,UCLA-P1
gds180920_3119.Ps1,3119,9d,TBI,-1.3135334111191173,NA,NA,0.9945120418445873,-0.9940847985562868,-0.06236989101423448,NA,-0.9449441309846865,-0.5583900440821428,NA,NA,-0.915031980255305,-1.4403617198624241,-0.9819358669199112,NA,NA,-1.1222707126380238,NA,-0.4468304233892501,NA,0.057569991110425774,-0.7685050756223394,-0.08473557951849274,NA,-2.4257617359669554,-1.0648073981422723,0.3394289015910809,-0.40589858543384544,NA,NA,-0.9654318890254586,-0.5758817353372974,-0.8037308085400775,NA,NA,-0.8932654631741669,-0.41276692160130624,-1.1517793670884982,-0.01700401814531033,-2.439498390051848,NA,NA,-0.305905065757515,NA,NA,NA,NA,UCLA-P1
gds180920_3120.Ps1,3120,9d,Sham,-0.27770548371091364,NA,-0.6610476651181431,0.11104968712432671,-0.549279271317827,-0.44266325310464244,NA,0.45578935577531754,-0.6179204927148452,NA,-0.7201070767447516,0.4459854230968642,-0.23761606996037862,-0.6743685730821453,-0.13112448103935145,NA,0.0765396238771909,-0.291722278165864,-0.23390056358564776,-0.41369505055091804,-0.501504105665315,0.27577292739409615,-0.4390503495316467,NA,-0.05227439966293602,0.3118158324227066,-0.08940846133102734,-0.15108039764206302,-0.25718656703064463,NA,0.2718107330195196,-0.22162817972995297,-0.2854316134221238,NA,-0.4461979931002396,0.4492154253230493,-0.44529807617350126,-0.04146503845325302,-0.5736331674902814,-0.32832760141088024,-0.5876460835849286,NA,0.04973099699571737,0.6876274650864658,-0.43297539468130836,NA,NA,UCLA-P1
gds180921_3106.Pt1,3106,9d,TBI,-0.3610221704547192,-0.5253811818442904,-0.5894768964483498,-0.2804429940182104,-0.5036504432548436,-0.1559442920172279,NA,0.0369827300749048,-0.3566769602078075,0.004353292814239857,-0.5159054497232357,-0.5197882766098966,-0.46884682972166913,-0.5227190869461976,0.06951276823052613,-0.013500651414861486,-0.5243348738032942,-0.6494327366345543,-0.5388469973375765,-0.45122010049107086,0.017407621307578825,-0.7578323665827161,-0.028059113619255734,-0.8421606628841908,-0.43053031998969765,-0.447818504916174,0.2146888015747989,-0.4116698034696614,-1.1554399759414633,-1.0772101162611833,-0.3371263056158885,-0.8747489060507208,-1.0578575654618247,0.1738158865696483,-0.9874220175101324,-0.23163978527659138,-0.5620439013122244,-0.5089001743631443,-0.046227446117923156,-0.366795613523494,-0.6726359705482754,0.11046669702362039,-0.21864786767847846,0.1425123333023991,-0.7060693349760636,-0.876438387711119,NA,UCLA-P1
gds180921_3107.Pt1,3107,9d,TBI,-0.7500094148523012,-0.3484607072209331,NA,-0.3239521453439305,NA,0.3723999055870889,NA,-0.24831104833868076,-0.32283533796736974,-0.443825649521984,-0.07410368349331024,0.5580048209703931,-0.26843916709619114,-0.01746536245611365,-0.17398475723287876,-0.2701351053234382,-0.1516638000086445,NA,-0.3821778879031933,-0.4890708613005403,-0.12086701330673366,-0.24607574013308145,-0.454948984510216,NA,-0.357599251614926,-0.3240350834662372,-0.1914535679681364,0.04021941909228976,NA,NA,-0.2493373262168852,NA,NA,NA,-0.12570710878629685,-0.13145992071719584,-0.3923364229944331,0.5276911797171083,0.06254961622033835,-0.2935616409624135,-0.6038288701368151,-0.23061608206691422,0.0074983468376703085,-0.2469767074373888,-0.5491332395287254,NA,NA,UCLA-P1
gds180921_3124.Pt1,3124,9d,TBI,-0.6262081494467577,NA,-1.1216521988798844,-0.7883865067662913,NA,0.04729466345442249,NA,-1.2887483523679282,-0.6230665747484524,NA,-0.7563377489393499,0.3898329228522766,-1.6301202683113605,-0.5056511429618842,-0.5957596321708231,NA,-1.5548312529262376,NA,-0.8129015168031976,-0.17766698918166793,-0.612705163035132,-0.14617379637293235,-1.0663103886110215,NA,-1.2860426217895276,-1.4820195156863547,-0.6293307833429325,-1.1241207601992105,NA,NA,-1.580440106232135,-0.8014086396983647,-0.8426008890532545,NA,-1.0801546613760855,-1.0571022889173858,-0.27174668029964477,0.7572490199525648,-0.4932887322620355,-0.3827255541705293,NA,NA,-0.77047457912269,-0.4606238096757413,-0.698937602547195,NA,NA,UCLA-P1
